Url,Title,Brand,Gender,Accords,Short Description,long Description,Perfumer,Top notes,Middle notes,Rating,Out of ,Total no of votes
https://www.fragrantica.com/perfume/Comme-des-Garcons/Comme-des-Garcons-2-390.html,Comme des Garcons 2 Comme des Garcons ,Comme des Garcons,for women and men,"aromatic,woody,amber,fresh spicy,aldehydic,floral,fresh,citrus,musky,warm spicy","Comme des Garcons 2  by  Comme des Garcons  is a Chypre Floral fragrance for women and men.  Comme des Garcons 2  was launched in 1999. The nose behind this fragrance is Mark Buxton. Top notes are Aldehydes, Angelica, Tea, Mandarin Orange and Mate; middle notes are Ink, Magnolia, Nutmeg, West Indian Bay, Coriander, Caraway and Cinnamon; base notes are Incense, Patchouli, Cedar, Vetiver, Amber and Labdanum. ","Comme des Garcons 2 is a play of light and shadows, inspired by the Japanese art of calligraphy. The light side of the fragrance create new aldehydes, orange, mandarin and magnolia. The black side is ink. This unusual alliance is followed by the sharp oriental composition of patchouli, labdanum, amber, vetiver, Chinese cedar and juniper. Just like the first fragrance, Comme des Garcons 2 is a fragrance for a personality regardless its sex. It was created in 1999.",Mark Buxton,"Aldehydes,Angelica,Tea,Mandarin Orange,Mate","Ink,Magnolia,Nutmeg,West Indian Bay,Coriander,Caraway,Cinnamon",4.20,5,"2,673"
https://www.fragrantica.com/perfume/Comme-des-Garcons/Comme-des-Garcons-3-392.html,Comme des Garcons 3 Comme des Garcons ,Comme des Garcons,for women and men,"woody,aromatic,warm spicy,fresh spicy,amber,green,floral,smoky,powdery,soft spicy","Comme des Garcons 3  by  Comme des Garcons  is a Chypre Floral fragrance for women and men.  Comme des Garcons 3  was launched in 2002. The nose behind this fragrance is Mark Buxton. Top notes are Basil, Pimento, Cassis, Mandarin Orange, Magnolia and Mace; middle notes are Clary Sage, Angelica, Cardamom, Rose, Freesia, Pepper, Immortelle and Jasmine; base notes are Olibanum, Vetiver, Cedar, Guaiac Wood, Sandalwood, Birch, Incense, Amber and Patchouli. ",,Mark Buxton,"Basil,Pimento,Cassis,Mandarin Orange,Magnolia,Mace","Clary Sage,Angelica,Cardamom,Rose,Freesia,Pepper,Immortelle,Jasmine",4.07,5,239
https://www.fragrantica.com/perfume/Comme-des-Garcons/Comme-des-Garcons-2-Flower-Power-393.html,Comme des Garcons 2 Flower Power Comme des Garcons ,Comme des Garcons,for women,"green,amber,aromatic,fruity,fresh spicy,woody,sweet,balsamic,musky,patchouli",Comme des Garcons 2 Flower Power  by  Comme des Garcons  is a Floral fragrance for women.  Comme des Garcons 2 Flower Power  was launched in 2001. ,"This fragrance is in general similar to CdG2, but is more floral and delicate, and therefore this time more suitable for women than for men. The fragrance is, as always with Comme des Garçons, unusual. It differs from classical summer aromas by its avant-garde components: ink, frankincense, Latin-American beverage mate, fresh leaves, and magnolia.",,"Mint,Labdanum,Blueberry,Patchouli,Magnolia,Incense,Vetiver,Cedar,Mate",,4.15,5,34
https://www.fragrantica.com/perfume/Christian-Lacroix/Bazar-pour-Homme-359.html,Bazar pour Homme Christian Lacroix ,Christian Lacroix,for men,"fresh spicy,woody,citrus,aromatic,fresh,lavender,ozonic,conifer,aquatic,sweet","Bazar pour Homme  by  Christian Lacroix  is a Woody Aquatic fragrance for men.  Bazar pour Homme  was launched in 2002. The nose behind this fragrance is Michel Girard. Top notes are Melon, Grapefruit, Yuzu and Lavender; middle notes are Fir Resin, Caraway and Cedar; base notes are Sandalwood, Oakmoss and Amber. ","This is a limpid, citrusy, woody, sea aroma for an elegant man. The perfume opens with fresh Japanese fruit Yuzu, a note of grapefruit, melon and lavender. Reticent, elegant, masculine bouquet follows: sandalwood, cedar, oakmoss and dry amber. It was created in 2002.",Michel Girard,"Melon,Grapefruit,Yuzu,Lavender","Fir Resin,Caraway,Cedar",3.67,5,186
https://www.fragrantica.com/perfume/Comme-des-Garcons/Comme-des-Garcons-2-Man-391.html,Comme des Garcons 2 Man Comme des Garcons ,Comme des Garcons,for men,"woody,smoky,amber,aromatic,warm spicy,leather,fresh spicy,earthy,balsamic,aldehydic","Comme des Garcons 2 Man  by  Comme des Garcons  is a Woody Chypre fragrance for men.  Comme des Garcons 2 Man  was launched in 2004. The nose behind this fragrance is Mark Buxton. Top notes are Aldehydes, Nutmeg, Caraway, Kumquat and Mint; middle notes are Vetiver, Saffron and iris; base notes are Incense, Mahogany and Leather. ",,Mark Buxton,"Aldehydes,Nutmeg,Caraway,Kumquat,Mint","Vetiver,Saffron,iris",4.29,5,"1,993"
https://www.fragrantica.com/perfume/Comme-des-Garcons/Odeur-71-396.html,Odeur 71 Comme des Garcons ,Comme des Garcons,for women and men,"woody,aromatic,fresh spicy,metallic,floral,green,earthy,mineral,amber,mossy",Odeur 71  by  Comme des Garcons  is a Chypre Floral fragrance for women and men.  Odeur 71  was launched in 2000. The nose behind this fragrance is IFF. ,"Another unique avant-garde fragrance, only this time the number of components has increased to 71. Just like for Odeur 53, the main characteristic of this fragrance is absolutely avant-garde structure, or its absence, as each component has its own life. Odeur 71 components are really \'nuclear\': the smell of dust on red-hot bulb, the smell of hot metal, the smell of freshly toasted bread, ink, electric batteries, and other inorganic smells of the Earth. Inorganic odors of the Earth chaos live in this perfume together with some rare natural organic components: incense, bay leaf, bamboo, and white pepper. After the above presented the conclusion follows: not at all ordinary fragrance for aliens who want to get to know our planet olfactory. It was launched in 2000.",IFF,"Ink,Hiacynth,Metallic notes,Fir Resin,Bamboo,Incense,Oakmoss,West Indian Bay,Woody Notes,White Pepper",,3.98,5,325
https://www.fragrantica.com/perfume/Christian-Lacroix/Tumulte-pour-Homme-363.html,Tumulte pour Homme Christian Lacroix ,Christian Lacroix,for men,"woody,aromatic,fresh spicy,powdery","Tumulte pour Homme  by  Christian Lacroix  is a Woody Spicy fragrance for men.  Tumulte pour Homme  was launched in 2005. The nose behind this fragrance is Nathalie Gracia-Cetto. Top notes are Juniper Berries, Bay Leaf and Plum; middle notes are Violet and Geranium; base notes are Cedar, Sandalwood, Labdanum and Patchouli. ","Tumulte or “rush, hurry” is a magical fragrance addressed to a man who lives in a city and who enjoys the fast pace of life. This dynamic, spicy and woody fragrance is made for a deceisive and self-confident man who is, at the same time, very optimistic. Plum is in the top notes, the heart is made of pelargonium and violet and the base notes are cedar, incense, sandalwood and patchouli. The perfume was created by Nathalie Gracia-Cetto in 2005.",Nathalie Gracia-Cetto,"Juniper Berries,Bay Leaf,Plum","Violet,Geranium",4.39,5,586
https://www.fragrantica.com/perfume/Clinique/Clinique-Happy-Holiday-376.html,Clinique Happy Holiday Clinique ,Clinique,for women,"citrus,fresh spicy,white floral,aromatic,floral","Clinique Happy Holiday  by  Clinique  is a Chypre Floral fragrance for women. Top notes are Bergamot, Grapefruit and Laurels; middle note is Orchid; base notes are Tiare Flower, Magnolia and Lily. ","Clinique Happy Holiday is a new, intensive and mildly spiced limited version of the fragrance for the happy and the in love.",,"Bergamot,Grapefruit,Laurels",Orchid,3.42,5,36
https://www.fragrantica.com/perfume/Cerruti/1881-327.html,1881 Cerruti ,Cerruti,for women,"floral,powdery,yellow floral,aromatic,herbal,woody,green,white floral,rose,fresh spicy","1881  by  Cerruti  is a Floral fragrance for women.  1881  was launched in 1995. The nose behind this fragrance is Claire Cain. Top notes are Mimosa, iris, Rose, Freesia, Violet, Lily-of-the-Valley, Jasmine and Bergamot; middle notes are Chamomile, iris, Narcissus, Geranium, Jasmine, Galbanum, Coriander, Brazilian Rosewood, Orange Blossom and Tuberose; base notes are Musk, Sandalwood, Cedar, Amber and Vanilla. ","Fragrance that became a classic of this designer’s house was launched in 1995. Nino Cerruti, was known as ""the youngest of the great classics,"" opened the first Cerruti boutique in Paris in 1967, on rue Royale.
The first women's line appeared in 1976, achieving the reputation of impeccably elegant style. Cerutti perfumes are made of finest high-quality materials. That is why the perfumer chose a ""fleur de lin"" note that is Nino Cerruti's signature flower.
Perfume was created by Claire Cain. Bottle is designed by Serge Mansau.",Claire Cain,"Mimosa,iris,Rose,Freesia,Violet,Lily-of-the-Valley,Jasmine,Bergamot","Chamomile,iris,Narcissus,Geranium,Jasmine,Galbanum,Coriander,Brazilian Rosewood,Orange Blossom,Tuberose",3.86,5,"6,487"
https://www.fragrantica.com/perfume/Balenciaga/Cristobal-397.html,Cristobal Balenciaga ,Balenciaga,for women,"woody,floral,vanilla,fresh,warm spicy,green,powdery,patchouli,balsamic,citrus","Cristobal  by  Balenciaga  is a Oriental Spicy fragrance for women.  Cristobal  was launched in 1998. The nose behind this fragrance is Olivier Gillotin. Top notes are Fig Leaf, Carnation and Bergamot; middle notes are Peony, Freesia and Jasmine; base notes are Vanilla, Sandalwood and Patchouli. ",,Olivier Gillotin,"Fig Leaf,Carnation,Bergamot","Peony,Freesia,Jasmine",4.32,5,899
https://www.fragrantica.com/perfume/Balenciaga/Quadrille-400.html,Quadrille Balenciaga ,Balenciaga,for women,"warm spicy,fruity,amber,white floral,sweet,powdery,musky,aromatic","Quadrille  by  Balenciaga  is a Chypre Fruity fragrance for women.  Quadrille  was launched in 1955. Top notes are Plum, Peach and Lemon; middle notes are Cardamom, Cloves and Jasmine; base notes are Amber and Musk. ","Quadrille is a classic scent of 1950\'s. Sparkling fresh fruity notes open the composition: ploom, peach and lemon. Jasmine in the heart note blend together with warm spices: clove and cardamom. The base is very sensual, composed of amber and musk. 
The perfume was created in 1955.",,"Plum,Peach,Lemon","Cardamom,Cloves,Jasmine",4.30,5,196
https://www.fragrantica.com/perfume/Cindy-Crawford/Cindy-Crawford-Feminine-366.html,Cindy Crawford Feminine Cindy Crawford ,Cindy Crawford,for women,"woody,amber,floral,warm spicy,fresh spicy,white floral,patchouli,fresh,powdery,aromatic","Cindy Crawford Feminine  by  Cindy Crawford  is a Floral fragrance for women. Top notes are Pepper, Water Lily, Apple and Bergamot; middle notes are Freesia, Gardenia and Jasmine; base notes are Amber, Sandalwood, Mahogany, Patchouli and Benzoin. ",,,"Pepper,Water Lily,Apple,Bergamot","Freesia,Gardenia,Jasmine",3.67,5,67
https://www.fragrantica.com/perfume/Balenciaga/Le-Dix-Perfume-402.html,Le Dix Perfume Balenciaga ,Balenciaga,for women,"fresh,powdery,floral,aldehydic,woody,amber,iris,aromatic,musky,sweet","Le Dix Perfume  by  Balenciaga  is a Chypre Floral fragrance for women.  Le Dix Perfume  was launched in 1947. The nose behind this fragrance is Francis Fabron. Top notes are Aldehydes, Coriander, Peach, Bergamot and Lemon; middle notes are Lilac, Orris Root, Ylang-Ylang, Rose, Lily-of-the-Valley and Jasmine; base notes are Civet, Sandalwood, Benzoin, Musk, Vanilla, Vetiver, Tonka Bean, Peru Balsam and Amber. ","Le Dix Perfume was launched in 1947 as a gentle, classic floral scent for evening. Delicate, powdery, dark violets can be felt through a sparkling veil of bergamot and lemon, giving the main motive to the whole composition. The opulent heart opens with rose and ylang-ylang and, after a while, their strong floral scent is toned down by aldehydes. Subtle vanilla dominates in the base bringing an interesting accord into this classic composition.
The notes are: bergamot, lemon, ylang-ylang, rose, lily-of-the-valley, iris, musk, vanilla, sandalwood and vetiver.",Francis Fabron,"Aldehydes,Coriander,Peach,Bergamot,Lemon","Lilac,Orris Root,Ylang-Ylang,Rose,Lily-of-the-Valley,Jasmine",4.18,5,553
https://www.fragrantica.com/perfume/Giorgio-Armani/Pierre-de-Lune-404.html,Pierre de Lune Giorgio Armani ,Giorgio Armani,for women and men,"violet,woody,powdery,iris,earthy,aromatic,fruity,fresh,green,soft spicy","Pierre de Lune  by  Giorgio Armani  is a Floral Woody Musk fragrance for women and men.  Pierre de Lune  was launched in 2004. The nose behind this fragrance is Daniela (Roche) Andrier. This perfume is the winner of 3 awards:  FiFi Award Fragrance Of The Year Men`s Nouveau Niche 2006, FiFi Award Best Packaging Women`s Prestige 2006 and FiFi Award Best Packaging Men`s Prestige 2006 .","The sensual and floral Pierre de Lune is a part of the Privé Haute Couture Fragrance Collection. The fragrance is designed around the note of cassia, which is also known as a ""hot cinnamon."" Fresh woody notes are blended together with powdery, woodsy iris and the precious note of violet from Florence to make an intensive and sensual floral-woody aroma. 
The perfume was created 2004.",Daniela (Roche) Andrier,"Violet,iris,Woodsy Notes,Cassia",,4.09,5,565
https://www.fragrantica.com/perfume/Giorgio-Armani/Eau-de-Jade-403.html,Eau de Jade Giorgio Armani ,Giorgio Armani,for women and men,"citrus,fresh spicy,musky,aromatic,powdery,white floral,floral","Eau de Jade  by  Giorgio Armani  is a Citrus Aromatic fragrance for women and men.  Eau de Jade  was launched in 2004. The nose behind this fragrance is Antoine Maisondieu. This perfume is the winner of 3 awards:  FiFi Award Fragrance Of The Year Men`s Nouveau Niche 2006, FiFi Award Best Packaging Women`s Prestige 2006 and FiFi Award Best Packaging Men`s Prestige 2006 .",,Antoine Maisondieu,"Bergamot,Tunisian Neroli,Musk,Pepper",,4.08,5,358
https://www.fragrantica.com/perfume/Clinique/Clinique-Happy-373.html,Clinique Happy Clinique ,Clinique,for men,"citrus,green,aromatic,marine,woody","Clinique Happy  by  Clinique  is a Citrus Aromatic fragrance for men.  Clinique Happy  was launched in 1999. Top notes are Mandarin Orange, Lime, Sea Notes, Lemon and Green Notes; middle notes are Freesia, Jasmine, Lily-of-the-Valley and Rose; base notes are Cypress, Cedar, Musk and Guaiac Wood. ",,,"Mandarin Orange,Lime,Sea Notes,Lemon,Green Notes","Freesia,Jasmine,Lily-of-the-Valley,Rose",4.19,5,"3,036"
https://www.fragrantica.com/perfume/Giorgio-Armani/Ambre-Soie-405.html,Ambre Soie Giorgio Armani ,Giorgio Armani,for women and men,"warm spicy,amber,patchouli,fresh spicy,woody","Ambre Soie  by  Giorgio Armani  is a Oriental Spicy fragrance for women and men.  Ambre Soie  was launched in 2004. The nose behind this fragrance is Christine Nagel. This perfume is the winner of 3 awards:  FiFi Award Fragrance Of The Year Men`s Nouveau Niche 2006, FiFi Award Best Packaging Women`s Prestige 2006 and FiFi Award Best Packaging Men`s Prestige 2006 .",,Christine Nagel,"Amber,Cloves,Patchouli,Pepper,Ginger",,4.05,5,351
https://www.fragrantica.com/perfume/Clinique/Clinique-Happy-Heart-2003-375.html,Clinique Happy Heart 2003 Clinique ,Clinique,for women,"aquatic,ozonic,green,floral,woody,citrus,soft spicy,fruity,powdery,aromatic","Clinique Happy Heart 2003  by  Clinique  is a Chypre Floral fragrance for women.  Clinique Happy Heart 2003  was launched in 2003. Clinique Happy Heart 2003 was created by Christophe Laudamiel and Olivier Polge. Top notes are Cucumber, Mandarin Orange and Cassia; middle notes are Water Hyacinth and Carrot; base notes are White Woods and Sandalwood. ",,"Christophe Laudamiel,Olivier Polge","Cucumber,Mandarin Orange,Cassia","Water Hyacinth,Carrot",3.88,5,"1,620"
https://www.fragrantica.com/perfume/Giorgio-Armani/Bois-d-Encens-406.html,Bois d'Encens Giorgio Armani ,Giorgio Armani,for women and men,"woody,amber,warm spicy,aromatic,musky,earthy","Bois d'Encens  by  Giorgio Armani  is a Oriental Woody fragrance for women and men.  Bois d'Encens  was launched in 2004. The nose behind this fragrance is Michel Almairac. This perfume is the winner of 3 awards:  FiFi Award Fragrance Of The Year Men`s Nouveau Niche 2006, FiFi Award Best Packaging Women`s Prestige 2006 and FiFi Award Best Packaging Men`s Prestige 2006 .","Bois d'Encens is a fragrance from the Privé Haute Couture Fragrance Collection and a personal favorite of Giorgio Armani. 
This warm and dark woody fragrance includes only five noble ingredients, which were enough to capture the essence of the black stone from the beaches of Pantelleria island. The main notes are incense, vetiver and precious woods. 
The perfume was created 2004.",Michel Almairac,"Labdanum,Spices,Cedar,Vetiver",,4.29,5,933
https://www.fragrantica.com/perfume/Cerruti/1881-Amber-pour-Homme-328.html,1881 Amber pour Homme Cerruti ,Cerruti,for men,"amber,woody,green,fresh spicy,lavender,aromatic,rose,powdery,musky,white floral","1881 Amber pour Homme  by  Cerruti  is a Woody Spicy fragrance for men.  1881 Amber pour Homme  was launched in 2002. The nose behind this fragrance is Ursula Wandel. Top notes are Green Notes and Violet Leaf; middle notes are Lavender, Rose and Jasmine; base notes are Amber, Cedar, Musk and Vetiver. ","The perfume for men 1881 Amber continues the tradition of similar fragrances by this designer. However, it is more modern and sensual.
The base of the perfume composition is warm and gentle amber. Accord of fresh violet leaves, green pepper and ozone is in harmony with intense warmth of the heart. A gentle bouquet of impressive jasmine, lavender and rose leaves is intensified by masculine notes of vetiver, cedar and amber, of course.",Ursula Wandel,"Green Notes,Violet Leaf","Lavender,Rose,Jasmine",4.09,5,119
https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Eau-Pour-Homme-409.html,Armani Eau Pour Homme Giorgio Armani ,Giorgio Armani,for men,"citrus,aromatic,fresh spicy,woody,earthy,mossy","Armani Eau Pour Homme  by  Giorgio Armani  is a Citrus Aromatic fragrance for men.  Armani Eau Pour Homme  was launched in 1984. The nose behind this fragrance is Roger Pellegrino. Top notes are Lemon, Bergamot, Mandarin Orange, Green Orange and Basil; middle notes are Nutmeg, Lavender, Carnation, Jasmine, Lily, Rose and Cinnamon; base notes are Oakmoss, Vetiver, Cedar, Sandalwood, Musk and Patchouli. ","Eau de toilette Armani Eau Pour Homme is the great classics of male perfumes. Its composition is sharp citrus aromatic one. Spontaneous and grand refreshment greets you at the top, brought to you by citruses: Sicilian mandarin, Californian green lemon, bergamot and petit grain (citrus leaf). The freshness of citruses is smoothened by orange blossom. At the heart there are elegant jasmine and lavender, accompanied by spices: nut, coriander, cinnamon and clove. The base is filled with warm sandalwood and masculine cedar, vetiver, oakmoss and patchouli that give the fragrance depth and natural feeling. It was created in 1984.",Roger Pellegrino,"Lemon,Bergamot,Mandarin Orange,Green Orange,Basil","Nutmeg,Lavender,Carnation,Jasmine,Lily,Rose,Cinnamon",4.20,5,"1,222"
https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-412.html,Armani Code Giorgio Armani ,Giorgio Armani,for men,"citrus,leather,anis,soft spicy,floral,tobacco,sweet,aromatic,vanilla,animalic","Armani Code  by  Giorgio Armani  is a Oriental Spicy fragrance for men.  Armani Code  was launched in 2004. The nose behind this fragrance is Antoine Lie. Top notes are Lemon and Bergamot; middle notes are Star Anise, Olive Blossom and Guaiac Wood; base notes are Leather, Tonka Bean and Tobacco. This perfume is the winner of award  FiFi Award Fragrance Of The Year Men`s Luxe 2006 .",,Antoine Lie,"Lemon,Bergamot","Star Anise,Olive Blossom,Guaiac Wood",4.18,5,"6,971"
https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Mania-414.html,Armani Mania Giorgio Armani ,Giorgio Armani,for men,"woody,warm spicy,citrus,musky,aromatic,powdery,earthy,amber,leather,green","Armani Mania  by  Giorgio Armani  is a Woody Spicy fragrance for men.  Armani Mania  was launched in 2002. The nose behind this fragrance is Francis Kurkdjian. Top notes are Mandarin Orange, Saffron and Citrus Leaves; middle notes are Cedar and Vetiver; base notes are Musk and Amber. ","Gorgeous trio of the main nuances: fresh, woodsy, and amber notes make this fragrance very masculine. The top notes are composed of juicy mandarin followed by tender saffron echo; simple, elegant and modern. Freshness is the key nuance present in all Armani fragrances. The heart is created of precious woods: cedarwood and vetiver. Wood is a symbol of strength and gentleness at the same time, as it is warm and lively. The base is created of deep amber, a mysterious substance that transforms from organic liquid into hard crystals. Final musky nuance sounds so warm and sensual on skin. The fragrance was created in 2002.",Francis Kurkdjian,"Mandarin Orange,Saffron,Citrus Leaves","Cedar,Vetiver",4.25,5,"1,210"
https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-for-Women-413.html,Armani Code for Women Giorgio Armani ,Giorgio Armani,for women,"citrus,white floral,sweet,vanilla,honey,warm spicy,powdery,fresh,floral","Armani Code for Women  by  Giorgio Armani  is a Floral fragrance for women.  Armani Code for Women  was launched in 2006. Armani Code for Women was created by Carlos Benaim, Dominique Ropion and Olivier Polge. Top notes are Italian Orange, Jasmine and Bitter Orange; middle notes are Jasmine, Orange Blossom and Ginger; base notes are Honey, Vanilla and Sandalwood. ","Armani Code was introduced to women in the spring of 2006. It is based on harmony between orange blossom, fresh spicy notes of ginger and warm sandalwood. A luminous opening captures the essence of two different oranges - bitter orange from Africa and sweet Italian orange. In the heart of the composition Tunisian orange blossom absolute makes a magical floral fantasy in alliance with jasmine Sambac. Its sensual trail brings a sweet unity of orange blossom, vanilla and a drop of honey.","Carlos Benaim,Dominique Ropion,Olivier Polge","Italian Orange,Jasmine,Bitter Orange","Jasmine,Orange Blossom,Ginger",3.96,5,"11,413"
https://www.fragrantica.com/perfume/Clinique/Clinique-Happy-In-Bloom-2006-377.html,Clinique Happy In Bloom 2006 Clinique ,Clinique,for women,"floral,yellow floral,sweet,white floral,powdery,woody,green,fruity,fresh",Clinique Happy In Bloom 2006  by  Clinique  is a Floral Fruity fragrance for women.  Clinique Happy In Bloom 2006  was launched in 2006. ,"The success of Clinique Happy inspired its creator for a new fragrance, Clinique Happy in Bloom, which was launched in 2006. This is a spring, cheerful fragrance for girls, which became sweeter, milder and lighter. The juicy, fruity top notes precede the gentle floral bouquet of white freesia, mimose and lily of the valley. The base contains mimose and white wood.",,"Freesia,Mimosa,Yellow Plum,Lily-of-the-Valley,White Woods",,3.88,5,130
https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Lui-416.html,Emporio Armani Lui Giorgio Armani ,Giorgio Armani,for men,"woody,citrus,aromatic,powdery,fruity,fresh spicy,warm spicy,sweet,musky,floral","Emporio Armani Lui  by  Giorgio Armani  is a Woody Aromatic fragrance for men.  Emporio Armani Lui  was launched in 1998. Emporio Armani Lui was created by Alain Astori and Carlos Benaim. Top notes are Sage, Apple, Yuzu, Bergamot, Pineapple, Mandarin Orange, Lemon and Cardamom; middle notes are Nutmeg, Orris Root, Cyclamen, Jasmine and Rose; base notes are Sandalwood, Oakmoss, Musk, Tonka Bean, Cedar and Amber. ",,"Alain Astori,Carlos Benaim","Sage,Apple,Yuzu,Bergamot,Pineapple,Mandarin Orange,Lemon,Cardamom","Nutmeg,Orris Root,Cyclamen,Jasmine,Rose",4.14,5,"1,142"
https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-White-For-Him-419.html,Emporio Armani White For Him Giorgio Armani ,Giorgio Armani,for men,"citrus,aromatic,fresh spicy,musky,herbal,powdery,warm spicy","Emporio Armani White For Him  by  Giorgio Armani  is a Citrus Aromatic fragrance for men.  Emporio Armani White For Him  was launched in 2001. Emporio Armani White For Him was created by Clement Gavarry and Olivier Polge. Top notes are Bergamot, Mandarin Orange, Orange and Lemon; middle notes are Chamomile, Rosemary and Cardamom; base note is Musk. ",,"Clement Gavarry,Olivier Polge","Bergamot,Mandarin Orange,Orange,Lemon","Chamomile,Rosemary,Cardamom",4.47,5,283
https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Mania-415.html,Armani Mania Giorgio Armani ,Giorgio Armani,for women,"citrus,woody,powdery,floral,soft spicy,vanilla,fresh spicy,musky,sweet,amber","Armani Mania  by  Giorgio Armani  is a Floral Woody Musk fragrance for women.  Armani Mania  was launched in 2004. The nose behind this fragrance is Dominique Ropion. Top notes are Pink Pepper, Bay Leaf, Orange, Green Mandarin and Black Currant; middle notes are Magnolia, Peony, iris and Lily-of-the-Valley; base notes are Vanilla, White Sandalwood, Amber, Musk and Virginia Cedar. ","Armani Mania is a very successful fragrance by Armani. It brings very attractive fine harmony of energy and tenderness, typical for a modern woman. The citrusy and spicy accord in the top is followed by the flowery notes in the heart, which dwells on warm and woodsy base composed of cedar, amber and musk. It features bay leaf, mandarin, pink pepper, lily, peony, cedar, amber, and musk. It was created in 2004.  The face of the campaign is model Leticia Birkheuer. The fragrance is available as a 50 and 75 ml EDP.",Dominique Ropion,"Pink Pepper,Bay Leaf,Orange,Green Mandarin,Black Currant","Magnolia,Peony,iris,Lily-of-the-Valley",4.08,5,"3,504"
https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-White-For-Her-420.html,Emporio Armani White For Her Giorgio Armani ,Giorgio Armani,for women,"citrus,woody,green,aromatic,warm spicy,musky,powdery,fruity,fresh spicy,fresh","Emporio Armani White For Her  by  Giorgio Armani  is a Floral Woody Musk fragrance for women.  Emporio Armani White For Her  was launched in 2001. Emporio Armani White For Her was created by Alberto Morillas and Annie Buzantian. Top notes are Bergamot, Orange, Mandarin Orange, Cassia and Black Currant; middle notes are Ginger, iris, Fig Leaf, Mint and Cloves; base notes are White Musk and White Wood. ","A fresh breeze that cools and gives the feeing of cleanliness. The new and dynamic urban aroma that includes the notes of citrus, fig leaves, ginger, clove, and green mint notes. The base notes are pure and translucent white musk and white woods. It was created by Alberto Morillas and Annie Buzantian in 2001.","Alberto Morillas,Annie Buzantian","Bergamot,Orange,Mandarin Orange,Cassia,Black Currant","Ginger,iris,Fig Leaf,Mint,Cloves",4.32,5,625
https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Night-421.html,Emporio Armani Night Giorgio Armani ,Giorgio Armani,for men,"woody,powdery,warm spicy,aromatic,vanilla,citrus,violet,musky,patchouli,sweet","Emporio Armani Night  by  Giorgio Armani  is a Aromatic Fougere fragrance for men.  Emporio Armani Night  was launched in 2003. Emporio Armani Night was created by Yves Cassar, Beatrice Piquet and Alienor Massenet. Top notes are Grapefruit, Mandarin Orange and Bergamot; middle notes are Violet, Cardamom and Sage; base notes are Musk, Cedar, Tonka Bean, Sandalwood, Patchouli and Vanilla. ",,"Alienor Massenet,Beatrice Piquet,Yves Cassar","Grapefruit,Mandarin Orange,Bergamot","Violet,Cardamom,Sage",4.22,5,194
https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Night-422.html,Emporio Armani Night Giorgio Armani ,Giorgio Armani,for women,"floral,fruity,woody,aromatic,fresh,fresh spicy,powdery,soft spicy,green,white floral","Emporio Armani Night  by  Giorgio Armani  is a Oriental Vanilla fragrance for women.  Emporio Armani Night  was launched in 2003. Emporio Armani Night was created by Jean-Claude Ellena and Lucas Sieuzac. Top notes are Cranberry, Cassia, Black Currant, Hawthorn and Bergamot; middle notes are Peony, Orchid, Magnolia, Freesia, Cyclamen, Jasmine and Lily-of-the-Valley; base notes are Sandalwood, White Musk, Myrtle and Patchouli. ",,"Jean-Claude Ellena,Lucas Sieuzac","Cranberry,Cassia,Black Currant,Hawthorn,Bergamot","Peony,Orchid,Magnolia,Freesia,Cyclamen,Jasmine,Lily-of-the-Valley",4.13,5,529
https://www.fragrantica.com/perfume/Giorgio-Armani/Sensi-White-Notes-424.html,Sensi White Notes Giorgio Armani ,Giorgio Armani,for women,"citrus,floral,white floral,woody,green,fruity,aromatic,soft spicy,amber,fresh","Sensi White Notes  by  Giorgio Armani  is a Floral fragrance for women.  Sensi White Notes  was launched in 2004. Sensi White Notes was created by Alberto Morillas and Harry Fremont. Top notes are Lime, Lemon, Black Currant, Mandarin Orange and Cassia; middle notes are Freesia, Water Hyacinth, Lily, Jasmine, Lily-of-the-Valley and Rose; base notes are Benzoin, Brazilian Rosewood and Mahogany. ","This oriental floral- bouquet, is Armani’s ode to to sensuality and oriental ingridients. The unusual combination of refreshing lime, mandarine orange and black currant creates the sense of purity and comfort. The wave of flowers such as rose, lily and water hyacinth dazzle and offer the composition their watery and transparent character. The base note includes rosewood and sweet benzoin. It was created in 2004.","Alberto Morillas,Harry Fremont","Lime,Lemon,Black Currant,Mandarin Orange,Cassia","Freesia,Water Hyacinth,Lily,Jasmine,Lily-of-the-Valley,Rose",4.40,5,463
